Time (s),ECG
4.93,-0.38398476416624805
4.94,-0.4016784077475348
4.95,-0.3743655997023963
4.96,-0.32972453061398377
4.97,-0.38799182813773575
4.98,-0.42714453642874256
4.99,-0.3568236133339552
5.0,-0.3112045229685199
5.01,-0.33140091976975794
5.02,-0.2582486274311243
5.03,-0.17840171310123254
5.04,-0.16741136864435197
5.05,-0.17246153148564974
5.06,-0.09482186760734636
5.07,-0.02256390322414854
5.08,-0.09229216568907765
5.09,-0.12661616893903715
5.1,-0.13885523102537095
5.11,-0.22846333090339843
5.12,-0.3793347724232892
5.13,-0.4167209707388729
5.14,-0.38002469134239913
5.15,-0.38711840676949333
5.16,-0.38299727198461775
5.17,-0.3871477924229012
5.18,-0.3548065498945172
5.19,-0.3754694149544526
5.2,-0.3810912395890239
5.21,-0.3698192290216219
5.22,-0.36088789807738925
5.23,-0.37729931520436816
5.24,-0.4007169171013345
5.25,-0.4196227906368608
5.26,-0.39680500809277275
5.27,-0.38977546777181454
5.28,-0.3586167946466125
5.29,-0.32287871403268215
5.3,-0.31085994874761946
5.31,-0.3100348050360313
5.32,-0.30009205065831873
5.33,-0.32177783638480634
5.34,-0.33849920744301865
5.35,-0.33079743763143704
5.36,-0.3486582482740273
5.37,-0.41524463146164187
5.38,-0.4410010737974991
5.39,-0.46561833985273204
5.4,-0.46139718077076375
5.41,-0.4604239548152371
5.42,-0.42430304309299205
5.43,-0.4117866881352401
5.44,-0.38307867235188486
5.45,-0.3396447721596421
5.46,-0.30813719918893023
5.47,-0.283654545344797
5.48,-0.24663289852382447
5.49,-0.26285198741489385
5.5,-0.252279986704347
5.51,-0.2749142864758229
5.52,-0.33425324579520166
5.53,-0.4153670253070015
5.54,-0.4238392066811468
5.55,-0.4707010916064748
5.56,-0.5325140927675701
5.57,-0.5532646574883405
5.58,-0.4760574519525477
5.59,-0.4459814171643339
5.6,-0.4717178676460288
5.61,-0.3922262666826357
5.62,-0.3506369520756961
5.63,-0.38638114425130293
5.64,-0.3725448865963832
5.65,-0.2562096915812733
5.66,-0.22319691139775252
5.67,-0.3407539940887362
5.68,-0.2879019509078739
5.69,-0.45819527421100126
5.7,-0.5938735578109248
5.71,-0.0929852677899574
5.72,0.7077869181757053
5.73,0.5572508656591819
5.74,-0.41951025531029595
5.75,-0.9030947756401309
5.76,-0.9217922780769157
5.77,-0.8060816697352701
5.78,-0.6262033535772069
5.79,-0.41882004328866596
5.8,-0.41966068355581143
5.81,-0.4244521722951855
5.82,-0.274707840776256
5.83,-0.3094258149713101
5.84,-0.3502475260311406
5.85,-0.3122036324271784
5.86,-0.2627279399902474
5.87,-0.28519815744197896
5.88,-0.29866028683374646
5.89,-0.2883424333852098
5.9,-0.32396414057800904
5.91,-0.3700696730302542
5.92,-0.36182631359197626
5.93,-0.37830995890562513
5.94,-0.3776321970771236
5.95,-0.3863476681685027
5.96,-0.33704193309453395
5.97,-0.3197222741957367
5.98,-0.33613490969992776
5.99,-0.33323947541087906
6.0,-0.30215340218864595
6.01,-0.2837679226182188
6.02,-0.2716526233871493
6.03,-0.27686060809771385
6.04,-0.27685427208650726
6.05,-0.31718660820400973
6.06,-0.3503603506875473
6.07,-0.41085176580838656
6.08,-0.42802992688270114
6.09,-0.4317825607225509
6.1,-0.43122851719446603
6.11,-0.4389744165733699
6.12,-0.40849312616675487
6.13,-0.3979153280987955
6.14,-0.37837208296209546
6.15,-0.3608629821354968
6.16,-0.35403037518555586
6.17,-0.3600754363743256
6.18,-0.3586200983423576
6.19,-0.3609698828375981
6.2,-0.34060328014714164
6.21,-0.35302430335982116
6.22,-0.35365530560931396
6.23,-0.36006112603391927
6.24,-0.35368563162922423
6.25,-0.36943971091141325
6.26,-0.35379347120022653
6.27,-0.366168919635392
6.28,-0.3577013550706512
6.29,-0.36213176182447127
6.3,-0.35058322984369894
6.31,-0.353377893465508
6.32,-0.3572533838637941
6.33,-0.3553988579713072
6.34,-0.3498604313449454
6.35,-0.353031192709263
6.36,-0.3384824178182427
6.37,-0.35943806833028646
6.38,-0.34862593138005626
6.39,-0.35212757856381305
6.4,-0.35898036298525077
6.41,-0.3642994553892454
6.42,-0.3562865967748428
6.43,-0.36658701420557155
6.44,-0.3586415867472622
6.45,-0.3632433382074399
6.46,-0.3617153509442552
6.47,-0.3702084011959504
6.48,-0.3596412315352935
6.49,-0.3713220856514634
6.5,-0.36739947125180233
6.51,-0.37151393919040426
6.52,-0.3569197897593631
6.53,-0.36205227868709505
6.54,-0.36016669430978765
6.55,-0.3612476732130019
6.56,-0.3437107388918868
6.57,-0.34875964100541634
6.58,-0.3436814402339617
6.59,-0.3575621539775485
6.6,-0.3453480899268519
6.61,-0.34714231405043205
6.62,-0.3321134235369845
6.63,-0.34670700368079477
6.64,-0.3636386342453243
6.65,-0.3555974945008842
6.66,-0.34129975333795076
6.67,-0.366090673235982
6.68,-0.3769457059219528
6.69,-0.37603174972094866
6.7,-0.3388373532788852
6.71,-0.3013890443364987
6.72,-0.2881324410895048
6.73,-0.2823943250311474
6.74,-0.3082424207849502
6.75,-0.3709371813575954
6.76,-0.37830282167926793
6.77,-0.38878164160867174
6.78,-0.3744296699441604
6.79,-0.3773519635489057
6.8,-0.35226683262508185
6.81,-0.3450336941958428
6.82,-0.34526435789053245
6.83,-0.35729241666221734
6.84,-0.35394503379506614
6.85,-0.3458524094388323
6.86,-0.33632833049971467
6.87,-0.34619448663354996
6.88,-0.3253063377913117
6.89,-0.3352859329390079
6.9,-0.33802973173615736
6.91,-0.3527231118741088
6.92,-0.3326067257511792
6.93,-0.3329963072698222
6.94,-0.32521068425608374
6.95,-0.3227430591549004
6.96,-0.32751956572658636
6.97,-0.3238770129789282
6.98,-0.3256176682113159
6.99,-0.3331453299747357
7.0,-0.32540033543421126
7.01,-0.33483163444759734
7.02,-0.3246326822302901
7.03,-0.3368080573705665
7.04,-0.33068674081753446
7.05,-0.335678576356768
7.06,-0.3313160917241788
7.07,-0.3534465332036836
7.08,-0.3342301642782393
7.09,-0.32531146283328166
7.1,-0.3119786539418985
7.11,-0.3158276913761211
7.12,-0.3071969754817049
7.13,-0.31288597020955805
7.14,-0.3108564566172197
7.15,-0.3146300691688658
7.16,-0.31186212567563804
7.17,-0.30935604838428626
7.18,-0.31659411028075424
7.19,-0.34084166819606565
7.2,-0.3324604595226771
7.21,-0.3485506765999776
7.22,-0.34728211293753386
7.23,-0.3590197314608765
7.24,-0.33432641322742906
7.25,-0.33494771326227696
7.26,-0.3165319852749492
7.27,-0.31537811505513536
7.28,-0.31345943049578406
7.29,-0.31484230599641233
7.3,-0.3048127754989769
7.31,-0.3076852539935134
7.32,-0.31237427583941524
7.33,-0.33234885845204376
7.34,-0.3237918305883999
7.35,-0.3286809791568534
7.36,-0.3298539701644603
7.37,-0.33915746412840986
7.38,-0.3357613050841177
7.39,-0.3498932100555802
7.4,-0.33181772526771347
7.41,-0.3247116793682251
7.42,-0.32666128202116707
7.43,-0.3365734424643013
7.44,-0.31955301852949947
7.45,-0.32028076505931263
7.46,-0.3191594730272302
7.47,-0.32627828118970176
7.48,-0.32293667972791584
7.49,-0.3284005824191378
7.5,-0.3295728410993842
7.51,-0.3442317522405569
7.52,-0.33392873670651013
7.53,-0.3430197094303824
7.54,-0.3401435178405741
7.55,-0.3503353352442179
7.56,-0.3292921933457454
7.57,-0.3271029873545056
7.58,-0.31974629271604654
7.59,-0.32793015510321516
7.6,-0.3189670051074426
7.61,-0.3168659585407312
7.62,-0.31135560618840663
7.63,-0.32456191992033084
7.64,-0.32983191374056375
7.65,-0.3427694570647628
7.66,-0.3376109810365722
7.67,-0.3428959067893204
7.68,-0.33212807512642156
7.69,-0.3385860254140622
7.7,-0.33237417210799275
7.71,-0.3416255482820548
7.72,-0.3309364898396891
7.73,-0.33207025758263514
7.74,-0.3282709718428996
7.75,-0.3449986976056132
7.76,-0.3305330842510463
7.77,-0.33603923818702736
7.78,-0.3313903193825721
7.79,-0.3293925042839523
7.8,-0.33457434220050797
7.81,-0.34134054337939274
7.82,-0.33398442917765175
7.83,-0.3508711700296856
7.84,-0.34276843122233736
7.85,-0.3513925898890615
7.86,-0.33808218517693084
7.87,-0.34313262699019165
7.88,-0.3272682684409854
7.89,-0.3264052055811484
7.9,-0.3247823183416425
7.91,-0.33898209489925263
7.92,-0.3427054275216036
7.93,-0.347167032277678
7.94,-0.3392305467195482
7.95,-0.3367619947833689
7.96,-0.33272506295002613
7.97,-0.3504691247274942
7.98,-0.33891784173329464
7.99,-0.3443651498747494
8.0,-0.3507693303879299
8.01,-0.3735343762365842
8.02,-0.36237495365073136
8.03,-0.37138971903218554
8.04,-0.374157582510808
8.05,-0.3920335513266505
8.06,-0.36154434752429576
8.07,-0.34784277702493055
8.08,-0.34848468807866967
8.09,-0.36173993725805026
8.1,-0.36717136918699517
8.11,-0.3687739115908514
8.12,-0.34425675525422594
8.13,-0.33615335651103506
8.14,-0.32510481593953505
8.15,-0.3345283168123919
8.16,-0.3464183846418379
8.17,-0.39368386326284927
8.18,-0.41002933513077555
8.19,-0.4287480006121665
8.2,-0.42923886331348177
8.21,-0.4156509205694822
8.22,-0.39574387922371296
8.23,-0.40241419915251875
8.24,-0.36135775086677474
8.25,-0.3560217398755376
8.26,-0.39309255652177033
8.27,-0.3699654326987688
8.28,-0.28946773958794103
8.29,-0.24158759273041597
8.3,-0.19602237289781443
8.31,-0.2056498518556299
8.32,-0.2386675577508759
8.33,-0.2802953474459394
8.34,-0.3081216323934401
8.35,-0.37622962184951336
8.36,-0.41921120214896146
8.37,-0.3995441770009063
8.38,-0.32275496634336004
8.39,-0.37930765503393116
8.4,-0.4401689713123441
8.41,-0.4614628074136384
8.42,-0.5130661732547449
8.43,-0.5404114276046693
8.44,-0.5194968402310404
8.45,-0.45503823832356854
8.46,-0.43346720245351633
8.47,-0.46106731379388116
8.48,-0.307422703321197
8.49,-0.49961012271774397
8.5,-0.657085988751842
8.51,-0.1804217759071794
8.52,0.6755777779635057
8.53,0.6465446578006676
8.54,-0.30955003730560493
8.55,-0.8727459999838834
8.56,-0.9190751198998213
8.57,-0.8132618636808728
8.58,-0.6294608364806065
8.59,-0.40818930148599253
8.6,-0.39798363572853546
8.61,-0.4245769292023661
8.62,-0.3248607286468145
8.63,-0.3366837042109185
8.64,-0.3378707164212191
8.65,-0.2728983428576694
8.66,-0.23156771821810895
8.67,-0.26799023390352555
8.68,-0.2602339288701013
8.69,-0.2929746156747602
8.7,-0.3572987270800845
8.71,-0.37347908273886776
8.72,-0.3341294420915816
8.73,-0.37805578459570716
8.74,-0.39558122534627244
8.75,-0.38814399619306694
8.76,-0.3584067052209058
8.77,-0.3880070033344711
8.78,-0.4333917003159599
8.79,-0.455745273399168
8.8,-0.44695112560721034
8.81,-0.4339727370554667
8.82,-0.39646073765664697
8.83,-0.3619289616297388
8.84,-0.32222669562371914
8.85,-0.2872011070922387
8.86,-0.23975640839670803
8.87,-0.2662882034997911
8.88,-0.29536459014826194
8.89,-0.2977265778796587
8.9,-0.32249011827779
8.91,-0.35941341508164537
8.92,-0.3523386725568811
8.93,-0.3752735557121715
8.94,-0.4049992634551504
8.95,-0.4286297642489742
8.96,-0.4102217516970887
8.97,-0.4401183787695187
8.98,-0.4191186193686681
8.99,-0.3994295602903515
9.0,-0.38275585861242434
9.01,-0.39314034048376434
9.02,-0.3670532553639162
9.03,-0.3380750049444481
9.04,-0.3474634910519106
9.05,-0.3618046192536656
9.06,-0.3494029341800477
9.07,-0.3597051145799832
9.08,-0.3668016347189468
9.09,-0.3685838615161054
9.1,-0.341433515170777
9.11,-0.36248691494450574
9.12,-0.3647516153935995
9.13,-0.36816157415740774
9.14,-0.35662477880395693
9.15,-0.37425030221879496
9.16,-0.3650569853475652
9.17,-0.35982338261301017
9.18,-0.3520237993491163
9.19,-0.35976701846134923
9.2,-0.3639813015628771
9.21,-0.36283154856613264
9.22,-0.36231650674650245
9.23,-0.37417108011216227
9.24,-0.3644824194823203
9.25,-0.3701275606484702
9.26,-0.35331214316251636
9.27,-0.35893691535992883
9.28,-0.35383776512583603
9.29,-0.36181672286257116
9.3,-0.3570357943096637
9.31,-0.3723416439939194
9.32,-0.3652182669094326
9.33,-0.3626649438470684
9.34,-0.34948360190976174
9.35,-0.35974870328993963
9.36,-0.3414615124494364
9.37,-0.34290215721639883
9.38,-0.3490439488839527
9.39,-0.35757119838250967
9.4,-0.354111390411388
9.41,-0.34785498914033847
9.42,-0.3429270862333186
9.43,-0.35108927352967084
9.44,-0.3479230210668324
9.45,-0.35474948337049206
9.46,-0.34577136446978946
9.47,-0.3569060715832682
9.48,-0.3490034712170847
9.49,-0.35233778566601165
9.5,-0.3335062663640543
9.51,-0.3388454631634967
9.52,-0.32182677996049724
9.53,-0.316651748477754
9.54,-0.3190259549303832
9.55,-0.3297312632688706
9.56,-0.3429667568797477
9.57,-0.35536500229173174
9.58,-0.3487259498338431
9.59,-0.3511253807703978
9.6,-0.33886736738015083
9.61,-0.3509517512794756
9.62,-0.35608763012548894
9.63,-0.3661058315995689
9.64,-0.3399526903751475
9.65,-0.3369421815042641
9.66,-0.33974861457080036
9.67,-0.34256813878037967
9.68,-0.33146866855915325
9.69,-0.3348472705217289
9.7,-0.3290434304352176
9.71,-0.3363156677613011
9.72,-0.327174818771193
9.73,-0.33123529509909666
9.74,-0.3242945160337204
9.75,-0.34012797586119786
9.76,-0.3390634317593044
9.77,-0.3363932189992017
9.78,-0.3317039962188627
9.79,-0.33576216156464844
9.8,-0.31793274755951334
9.81,-0.32807748951637106
9.82,-0.3201881632756501
9.83,-0.32249938401234596
9.84,-0.31129720918637194
9.85,-0.31737797015954
9.86,-0.32284063801670837
9.87,-0.3283976186054168
9.88,-0.3255801889440308
9.89,-0.33747700202152636
9.9,-0.32534756761940514
9.91,-0.3218249998374486
9.92,-0.31749675543573386
9.93,-0.3220990779367663
9.94,-0.32923190204278274
9.95,-0.3411804233118288
9.96,-0.32701869321742194
9.97,-0.3192569448374648
9.98,-0.3243330967220919
9.99,-0.33258933409407865
10.0,-0.2991669007091507
10.01,-0.3011462708981267
